#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
21.95,101,891.190511
0.25,143,891.31062
254.649986,147,891.43173
33.149996,153,891.90416
31.05,159,892.053295
303.749999,197,892.211439
82.75,125,892.317537
9.75,105,892.403614
147.149998,109,892.488691
74.2,146,892.610803
405.299999,198,893.134279
98.05,139,893.251385
372.849994,151,893.3785
-8.55,111,893.470585
505.349968,171,893.621722
216.950002,137,893.74083
246.499973,164,893.88296
470.949978,245,894.430962
521.049977,195,894.588104
271.349975,143,894.711216
334.299989,156,894.838331
549.499958,196,894.996476
137.450002,177,895.507941
401.049997,207,895.680097
390.549998,147,895.806222
140.4,112,895.89942
27.35,135,896.004639
275.149989,153,896.127785
29.75,145,896.2539
1245.699977,300,896.878468
-35.5,130,896.987567
-59.8,116,897.098668
606.399975,202,897.268823
660.499981,224,897.452991
806.649958,287,898.051535
354.749998,143,898.164638
73.499979,148,898.286749
98.449984,133,898.390844
60.14999,153,898.51896
-104.9,98,898.601035
233.049999,177,899.116503
435.899984,210,899.286659
469.699967,216,899.46382
516.400003,188,899.621964
202.549985,145,899.747077
97.999971,146,899.870189
362.249968,143,900.353629
261.049996,139,900.469735
9.8,104,900.555813
821.299991,264,900.774012
-85.8,116,900.8711
-104.85,97,900.953175
129.949992,167,901.094302
792.249999,277,901.683839
311.299976,132,901.792939
478.749899,213,901.962092
504.349987,181,902.111228
58.000003,146,902.255359
711.300014,226,902.810864
524.449996,183,902.972012
339.150004,167,903.113139
124.949982,125,903.219236
56.900001,168,903.362366
594.699928,234,903.550537
73.200002,144,904.038981
-105.0,100,904.120055
-13.55,131,904.231156
230.249999,149,904.351265
560.699925,196,904.512916
-66.75,115,904.606001
1101.299978,300,905.225565
483.149932,217,905.420743
1131.099981,300,905.663964
-105.0,100,905.742035
53.55,129,905.854137
596.599984,212,906.032299
-72.75,115,906.501011
-35.55,131,906.611112
-105.0,100,906.695188
-70.45,129,906.801284
778.699988,252,907.002467
283.999993,190,907.161612
285.149963,149,907.288728
530.499972,266,907.882267
1158.399988,300,908.12649
578.9,220,908.318664
336.949995,181,908.471804
185.050002,117,908.920212
-105.0,100,909.004288
249.049999,167,909.149421
181.849999,187,909.306563
-104.95,99,909.384635
424.749994,153,909.507747
594.849988,221,909.68791
-6.800017,144,910.159339
173.499999,182,910.316482
487.54998,223,910.499649
151.25,185,910.657792
273.000005,184,910.804926
-35.75,115,910.901014
407.599993,168,911.408475
-105.0,100,911.494554
2.749999,137,911.60065
1207.100003,300,911.848876
254.799972,168,911.989003
179.800001,126,912.089095
234.899996,138,912.58955
-105.05,101,912.670623
1176.399995,300,912.91985
742.349972,239,913.128039
296.350003,203,913.311206
69.349999,165,913.79965
872.049967,273,914.016848
-85.7,114,914.103927
-105.05,101,914.186002
378.949978,161,914.328131
270.249999,163,914.459251
202.7,146,914.578359
1228.499921,300,915.18041
200.149992,129,915.284505
1098.399942,300,915.527725
579.149982,217,915.710893
1098.700009,300,916.32345
-5.950034,149,916.441557
-56.75,115,916.53264
350.299967,176,916.676911
868.299976,278,916.914261
487.799989,214,917.465763
-3.550004,153,917.597883
200.999999,112,917.751023
641.349991,247,917.955209
-48.5,130,918.061305
436.049998,189,918.216446
270.899977,166,918.718903
646.599969,256,918.925091
134.449982,145,919.052206
-105.1,102,919.132279
49.199999,168,919.278412
777.499973,254,919.49561
80.849999,173,919.985055
612.84997,225,920.169222
50.49999,154,920.29934
259.350002,183,920.446474
427.349995,207,920.613626
1295.099949,300,921.228185
455.549968,175,921.366311
314.199986,138,921.479414
470.049972,233,921.669587
712.299984,232,921.857758
108.399982,146,922.3432
73.45,131,922.450298
-15.700013,142,922.572409
-105.0,100,922.665493
70.599996,176,922.810625
527.649987,195,922.972773
128.999998,104,923.062855
180.949997,137,923.562309
-105.05,101,923.640379
134.949998,119,923.735466
104.65,139,923.854575
193.75,125,923.953665
-105.1,102,924.046749
696.799895,260,924.263947
184.649999,187,924.778415
500.899988,224,924.960581
-105.1,102,925.052665
346.84999,167,925.189789
541.399938,190,925.347436
3.6,108,925.438519
502.850001,187,925.949984
648.499977,216,926.12114
744.849976,261,926.34034
-105.1,102,926.422415
1177.29993,300,926.678647
650.9,274,927.267475
-11.25,145,927.388586
88.099987,172,927.523709
7.7,146,927.651825
-105.05,101,927.743909
-105.05,101,927.83299
-105.0,100,927.916066
375.999982,168,928.424528
-105.0,100,928.507604
1155.999939,300,928.75683
441.94998,167,928.892954
283.9,126,928.999051
20.75,145,929.125165
225.699976,164,929.606603
133.399999,154,929.733719
-85.75,115,929.830807
-105.1,102,929.912882
826.049963,259,930.123073
135.049998,189,930.279215
421.349989,183,930.783675
215.15,157,930.91079
157.899981,134,931.019889
532.049991,197,931.184038
-32.45,129,931.288133
184.549983,183,931.441272
435.099922,172,931.575394
-104.95,99,932.011791
276.249996,183,932.162929
451.899979,202,932.33008
506.3,222,932.52726
825.84998,271,932.744458
60.799999,136,933.245914
3.200005,150,933.374031
363.549994,189,933.533175
705.649995,227,933.719345
497.449991,179,933.878489
188.199967,172,934.021619
2.6,128,934.481037
-105.0,100,934.563112
102.9,142,934.678216
-20.200014,148,934.795324
624.900005,200,934.965478
534.999968,252,935.182675
516.599957,202,935.712661
489.749997,161,935.838775
170.150004,179,935.987911
223.649981,211,936.161068
669.549958,265,936.38327
-66.5,130,936.853698
492.699981,182,937.012843
49.8,144,937.126946
-105.0,100,937.209022
296.899998,196,937.364193
536.149986,185,937.519532
310.599999,206,938.063093
418.299998,182,938.211228
-72.7,114,938.309316
-26.200001,136,938.422419
974.249969,297,938.669644
765.099959,278,939.25818
-104.95,99,939.337251
139.249999,171,939.469372
342.649993,153,939.593485
5.750006,147,939.722602
157.099968,162,939.850719
427.349987,193,940.014868
13.299998,152,940.494304
573.349986,243,940.695487
118.999999,152,940.8196
71.849997,153,940.946716
554.249994,241,941.1499
-105.1,102,941.235979
363.199999,210,941.766462
324.599999,180,941.910592
47.5,130,942.024697
223.849999,135,942.139801
1169.399984,300,942.385024
-21.650001,141,942.506135
214.349962,171,943.036617
-105.05,101,943.119692
156.899997,152,943.243805
506.349956,207,943.416963
738.799978,250,943.619147
757.84997,241,944.177655
312.149987,165,944.316782
53.4,132,944.426882
545.899993,210,944.597036
330.400004,212,944.768192
158.85,143,944.887301
489.149989,243,945.554908
467.199995,164,945.698038
-105.05,101,945.787119
171.0,160,945.920239
456.049988,221,946.105913
136.999999,152,946.233028
271.900003,196,946.764512
150.849992,115,946.862601
669.999928,266,947.079799
476.349957,267,947.302001
-105.0,100,947.388079
291.899975,138,947.851659
445.650002,159,947.983903
125.45,111,948.084995
103.199982,140,948.219117
278.399995,114,948.315205
385.149998,167,948.454331
228.450003,185,948.615477
145.3,174,949.11293
36.0,160,949.242047
765.049981,245,949.44223
719.099981,250,949.642411
291.949998,199,949.803559
135.899992,128,949.905651
-105.0,100,950.35506
-58.55,131,950.46516
1093.5,300,950.715388
600.54998,251,950.929583
154.99999,170,951.06971
563.899999,248,951.622212
45.1,158,951.754333
679.649967,227,951.942505
37.799999,136,952.050602
455.699963,212,952.220757
567.700003,230,952.756244
259.449963,191,952.915389
465.899956,176,953.060521
18.949965,163,953.21266
470.849985,201,953.381813
496.549972,167,953.523942
182.349998,127,954.000376
-85.8,116,954.095463
132.849989,133,954.208565
786.099999,270,954.438775
-85.8,116,954.540868
361.15,173,954.680995
1227.999975,300,955.295554
503.749939,229,955.496737
428.349998,197,955.654881
182.799998,108,955.747966
215.699993,176,955.900104
416.699979,164,956.37954
362.049997,235,956.579225
-105.15,103,956.665303
357.199984,172,956.809434
-105.1,102,956.889507
219.949995,131,957.001609
553.699954,216,957.17877
201.250001,181,957.69524
-105.05,101,957.784321
220.749977,161,957.915441
152.65,147,958.034549
282.849996,161,958.168742
306.599998,126,958.274452
-105.1,102,958.368537
353.649998,157,958.878
567.349947,189,959.039147
466.149958,201,959.203296
515.099947,206,959.369448
-37.700001,138,959.49356
67.45,131,959.606663
61.199999,168,960.096108
20.75,145,960.214216
592.849983,191,960.37236
275.199987,168,960.511486
6.7,106,960.60257
454.999974,164,960.739694
408.700005,202,961.26317
-85.8,116,961.36226
107.849998,107,961.447338
-40.45,129,961.555436
42.699999,150,961.676546
576.549972,211,961.843698
-105.0,100,961.920768
307.499993,150,962.042879
522.999966,176,962.535328
-105.1,102,962.624408
285.399997,194,962.787557
-105.05,101,962.86763
-104.95,99,962.947702
299.199985,158,963.078821
-32.000001,136,963.198931
526.250001,225,963.762443
151.099988,120,963.86854
282.399996,206,964.03369
294.149966,193,964.195838
504.999996,170,964.337967
676.299948,246,964.898477
529.499969,222,965.075638
112.149999,177,965.213764
88.950002,149,965.335875
-105.0,100,965.41795
-14.700002,152,965.535056
368.049979,137,965.644155
26.2,138,966.118587
661.949978,247,966.317768
746.499902,248,966.527462
91.9,122,966.631557
140.849998,121,966.733649
551.549997,209,967.253122
1090.499921,300,967.504351
-105.0,100,967.594432
374.049962,149,967.719546
447.649977,163,967.848663
468.249996,241,968.051848
291.999997,156,968.554593
456.299981,174,968.700726
64.949995,143,968.813829
-41.65,113,968.909917
-105.0,100,968.992992
-105.0,100,969.080071
-62.85,117,969.175158
333.649986,161,969.668607
496.549991,207,969.829753
-53.6,132,969.932847
401.749997,227,970.125022
-105.0,100,970.206095
838.449966,253,970.42029
-14.65,113,970.873703
166.399995,154,970.992811
268.149963,203,971.160964
371.999979,204,971.330118
1185.799938,300,971.569335
249.999953,170,972.066788
208.099994,190,972.220928
158.399991,182,972.385078
30.600001,140,972.500183
279.899999,154,972.631302
422.049976,179,972.78344
179.349998,151,972.903549
887.24993,277,973.515106
139.449983,197,973.701275
464.6,182,973.854414
573.749984,191,974.013559
216.999999,170,974.155688
379.850002,147,974.646134
366.199994,140,974.76224
364.399998,222,974.946408
329.2,224,975.134579
-41.250001,137,975.248683
451.850003,235,975.80619
-105.05,101,975.889266
277.85,143,976.009374
589.649935,253,976.217564
103.049987,127,976.326663
-104.95,99,976.411741
-105.1,102,976.502823
330.199999,172,977.013791
463.49999,170,977.156921
400.349999,145,977.279032
812.54993,255,977.490225
626.099975,208,977.666385
1099.999878,300,978.267932
-28.550004,139,978.382037
205.899994,146,978.504249
-105.1,102,978.585397
723.849982,223,978.781693
-105.0,100,978.864769
-83.7,114,978.959856
308.249979,149,979.452303
227.749989,195,979.615452
682.349989,231,979.804624
71.6,128,979.914724
-105.1,102,979.995798
102.0,160,980.131921
108.299998,152,980.26204
548.749999,193,980.79052
66.64999,151,980.918637
110.599999,106,981.00972
176.049996,161,981.14184
-104.95,99,981.224916
645.499958,208,981.392068
385.750004,175,981.892523
-105.05,101,981.974598
257.84998,167,982.113724
592.349997,195,982.275872
397.799992,184,982.42801
687.299995,222,982.613179
471.449998,201,983.140659
-105.05,101,983.228739
681.249982,239,983.429921
415.199997,150,983.554034
540.100001,206,983.724189
800.649985,269,984.399804
454.499981,158,984.540932
269.749999,183,984.688066
167.799998,174,984.827193
276.099963,194,984.986337
165.449982,147,985.112452
-64.55,131,985.590888
652.299991,212,985.774054
172.949985,139,985.891161
310.699994,168,986.034291
560.199973,224,986.216456
-105.1,102,986.299532
359.849998,187,986.818003
41.349974,167,986.963136
203.599986,122,987.064227
525.599991,184,987.21787
-105.1,102,987.303948
21.849996,151,987.428061
294.499999,142,987.541164
-105.05,101,987.621236
486.650002,171,988.132702
355.900002,162,988.267825
241.849988,157,988.39394
633.499999,264,988.612138
253.699998,194,988.770282
400.55,169,989.293297
-105.05,101,989.376372
1198.299992,300,989.623597
645.349937,247,989.822778
432.049992,211,990.002942
396.05,205,990.526418
395.35,153,990.653534
183.149998,121,990.749621
348.849994,203,990.911769
505.250002,243,991.108948
1255.099921,300,991.706492
147.349999,153,991.828603
726.899959,222,992.009767
32.4,132,992.120868
508.149988,211,992.294026
681.99999,238,992.860541
32.899996,142,992.978648
628.85,221,993.170824
-105.05,101,993.262908
246.7,126,993.370005
345.749998,187,993.521142
208.900003,176,993.671279
298.449999,163,994.196757
641.949955,237,994.402945
493.699993,182,994.564091
279.399999,164,994.698213
16.249988,157,994.829332
416.649995,175,995.329788
517.849998,207,995.49794
-105.0,100,995.575011
304.949977,203,995.73916
956.999992,300,995.985384
15.399991,152,996.117504
-28.65,133,996.577923
626.249938,213,996.760089
198.449996,167,996.899215
723.200003,230,997.086385
580.649979,235,997.278063
160.800002,116,997.732476
247.65,187,997.889619
383.149956,143,998.007726
448.549972,229,998.202904
104.799999,168,998.339028
-105.1,102,998.422104
214.999995,172,998.56123
15.7,106,999.001722
534.599982,198,999.176449
57.549994,147,999.302564
142.299998,182,999.448697
-43.6,132,999.554794
684.549985,223,999.740963
1087.999866,300,1000.339507
150.449996,111,1000.431591
199.05,159,1000.564712
645.2,262,1000.775904
-105.1,102,1000.85898
727.299979,244,1001.424494
545.099965,182,1001.578635
469.699996,244,1001.780818
-10.35,147,1001.900928
506.550005,203,1002.073084
563.399984,194,1002.588553
875.199951,300,1002.838781
115.349979,133,1002.944877
497.599995,228,1003.12304
220.149997,167,1003.268171
270.35,173,1003.753613
7.199998,140,1003.876725
74.1,118,1003.974814
-105.1,102,1004.05789
190.699982,180,1004.216034
481.699996,208,1004.393195
228.600007,202,1004.557344
5.749999,137,1005.053796
1040.100003,300,1005.369082
411.599997,162,1005.50921
-105.05,101,1005.600292
360.799999,182,1005.752431
484.999973,216,1006.314943
593.900005,222,1006.49911
-105.15,103,1006.58619
628.549992,209,1006.76235
184.1,138,1006.877455
163.899998,172,1007.019584
-45.05,121,1007.11467
370.049996,155,1007.598615
112.599983,128,1007.704712
605.19999,192,1007.870863
201.449991,177,1008.019999
-85.75,115,1008.114084
230.549987,201,1008.282238
358.249996,199,1008.804713
700.749945,259,1009.008027
178.249995,117,1009.106222
313.049998,137,1009.219358
0.649977,155,1009.365491
594.249926,263,1009.94802
9.65,107,1010.044108
718.049976,231,1010.234281
867.799997,280,1010.467493
157.349999,145,1010.59561
12.7,106,1010.687693
963.7,300,1011.291243
-27.000001,138,1011.412353
131.099997,134,1011.522453
524.800005,190,1011.678595
32.5,130,1011.781688
363.600001,162,1011.914809
211.399991,140,1012.387239
184.69998,144,1012.513354
117.399993,112,1012.610443
364.500005,206,1012.781598
-26.250001,137,1012.894701
241.000003,178,1013.039833
809.549961,285,1013.639378
241.499999,182,1013.790516
739.25001,227,1013.980689
213.85,167,1014.121817
458.699999,164,1014.258942
546.349981,183,1014.420089
588.700004,250,1014.994611
294.900003,194,1015.152755
44.800001,170,1015.299889
-83.8,116,1015.401982
-105.05,101,1015.482055
452.55,217,1016.038561
677.999991,260,1016.247751
493.350008,195,1016.404894
-85.85,117,1016.49898
1191.999908,300,1016.739198
348.750002,163,1017.219635
204.099999,126,1017.324731
352.89999,168,1017.459854
272.049989,177,1017.601983
-85.8,116,1017.695573
176.499993,124,1017.791661
-14.3,146,1017.905764
585.749972,245,1018.473281
1115.89998,300,1018.726511
80.349999,137,1018.839614
164.250001,161,1018.977739
459.049979,193,1019.147894
427.749999,157,1019.648051
62.550003,165,1019.786177
-2.2,144,1019.89928
-85.75,115,1019.996369
125.25,173,1020.1415
-14.550001,145,1020.256605
146.750002,141,1020.379717
518.699994,196,1020.908198
516.899999,174,1021.060337
445.499997,168,1021.193457
696.949921,249,1021.405651
-41.55,131,1021.514749
-20.85,117,1021.611838
310.499996,120,1022.071256
508.299981,194,1022.224396
35.35,133,1022.331493
120.499999,182,1022.479627
84.549986,143,1022.599736
242.34999,117,1022.698826
536.649969,183,1022.84496
169.399996,112,1023.298372
670.950006,225,1023.479537
156.650003,197,1023.652694
-26.300005,140,1023.765798
128.199998,126,1023.872895
610.799975,202,1024.040047
-19.450008,143,1024.511476
551.999998,196,1024.687636
96.449989,175,1024.836771
-105.15,103,1024.92285
0.099989,152,1025.049965
309.75,145,1025.177081
257.649976,173,1025.324215
-85.8,116,1025.772623
338.000003,194,1025.936772
217.399986,164,1026.079902
115.349977,143,1026.195007
78.599967,142,1026.309111
514.799963,196,1026.479266
56.65,147,1026.961704
197.0,160,1027.096828
1.45,131,1027.203925
50.949969,133,1027.312023
433.749994,257,1027.527722
88.9,122,1027.632818
-2.6,112,1027.723901
315.34997,185,1028.236367
1002.299946,300,1028.480589
893.650004,267,1028.702791
281.549999,165,1028.845922
-105.1,102,1028.926995
847.649981,291,1029.535819
664.499965,220,1029.727993
380.049996,153,1029.849103
232.899999,168,1030.001242
387.949998,159,1030.13136
29.5,142,1030.594782
451.399937,260,1030.809978
-105.0,100,1030.890051
185.599996,124,1030.991143
90.399973,138,1031.105246
175.15,157,1031.24137
620.299972,220,1031.772854
332.699999,132,1031.877949
255.299998,132,1031.983044
479.750001,189,1032.14219
155.449986,155,1032.269305
-17.65,113,1032.361389
679.199935,240,1032.555566
-104.95,99,1033.005975
683.399978,218,1033.190143
-13.25,145,1033.303246
251.15,141,1033.419351
-67.45,129,1033.530452
319.749959,137,1033.643555
101.600004,174,1033.785684
209.849995,125,1034.238096
394.249999,173,1034.379224
438.649999,159,1034.51735
73.850003,163,1034.652473
599.699983,212,1034.839643
88.600005,150,1034.960754
-1.55,131,1035.48523
149.599999,120,1035.584321
496.899975,178,1035.730454
280.499999,166,1035.86858
155.899954,174,1036.019717
357.950004,139,1036.135823
-85.8,116,1036.238916
35.100001,146,1036.707342
1060.899937,300,1036.954567
182.6,130,1037.06767
223.949985,137,1037.179772
415.85,191,1037.35393
-55.5,130,1037.459026
181.099978,158,1037.941464
497.449981,175,1038.091602
165.599998,106,1038.184686
705.000011,240,1038.382866
-105.05,101,1038.470946
720.099993,250,1038.680137
-85.7,114,1039.136121
-105.05,101,1039.228205
173.299984,144,1039.344311
60.099999,158,1039.471426
790.6,268,1039.691626
633.399963,222,1039.870789
892.949981,283,1040.489352
239.849957,191,1040.642491
883.749984,273,1040.867696
111.199999,128,1040.973793
754.949979,235,1041.537305
545.499983,198,1041.704457
-18.000034,154,1041.838579
97.59997,148,1041.96069
982.099967,300,1042.205914
446.799992,182,1042.362056
626.399977,218,1042.908552
37.000002,148,1043.022656
404.899999,224,1043.219836
289.8,212,1043.389991
462.19998,234,1043.57616
272.499963,182,1044.095632
752.099966,288,1044.339854
221.499988,172,1044.482984
25.4,160,1044.62111
447.749978,157,1044.754231
518.84995,185,1045.326752
45.049999,137,1045.44486
636.899994,206,1045.626024
5.55,129,1045.738127
-69.65,133,1045.847226
304.600005,186,1045.997362
-2.65,143,1046.503823
560.749993,221,1046.682986
254.350001,179,1046.840129
-23.850021,145,1046.956234
1227.699964,300,1047.206462
299.349987,201,1047.758468
138.599998,166,1047.893591
-105.05,101,1047.981672
564.499998,194,1048.149824
377.799995,216,1048.326985
-85.75,115,1048.416067
548.599947,192,1048.941545
258.849979,171,1049.087677
128.05,163,1049.22995
-14.149999,145,1049.353187
608.249991,245,1049.55239
82.399992,150,1049.670498
79.399999,164,1050.19998
512.550003,199,1050.371135
245.7,190,1050.538287
-105.0,100,1050.622363
216.999999,170,1050.769497
1172.199951,300,1051.018724
305.100004,166,1051.516177
587.049992,203,1051.683329
-70.85,117,1051.780417
574.350007,221,1051.95958
533.299988,184,1052.114722
247.949992,129,1052.218816
634.049991,207,1052.742292
423.949999,171,1052.881419
-105.0,100,1052.963493
834.749962,261,1053.186697
31.950001,155,1053.313812
541.499986,182,1053.463948
182.350002,193,1053.976415
550.849974,209,1054.156579
614.099944,260,1054.364768
-38.700008,140,1054.475869
614.399993,210,1054.643021
204.549994,149,1055.109445
370.650003,169,1055.266588
382.699981,178,1055.407717
151.449967,149,1055.528827
281.099998,202,1055.704987
-1.100011,158,1055.834105
120.9,170,1056.339565
982.249889,299,1056.594796
457.05,179,1056.739929
270.100005,202,1056.908082
207.849982,173,1057.053214
121.799977,176,1057.541658
-85.8,116,1057.636746
227.049999,197,1057.797891
33.400003,146,1057.919504
1017.399956,300,1058.175737
-105.05,101,1058.25481
694.399918,258,1058.824328
20.0,160,1058.95845
545.799994,194,1059.115592
132.7,146,1059.235702
526.399999,204,1059.401853
204.65,147,1059.883578
920.499953,290,1060.1278
101.0,120,1060.220885
787.249946,243,1060.437082
20.29999,156,1060.561194
637.049978,213,1061.10669
-105.1,102,1061.194771
332.549998,203,1061.364926
397.549977,221,1061.539084
-105.1,102,1061.625162
-23.900002,136,1061.731259
224.699998,176,1061.877392
758.04999,285,1062.481942
494.400002,178,1062.62307
410.899989,172,1062.763198
-105.05,101,1062.84227
319.09997,148,1062.970386
168.85,151,1063.102506
544.649979,243,1063.669022
484.59999,230,1063.860195
227.649998,153,1063.991315
218.449985,175,1064.137448
217.249999,167,1064.278576
229.149983,149,1064.753007
183.849987,159,1064.886129
-85.85,117,1064.988222
364.849992,151,1065.177394
239.099994,152,1065.315519
352.449987,153,1065.464655
1129.099963,300,1066.099232
3.65,147,1066.227349
408.899999,144,1066.353463
411.400004,192,1066.521616
323.749991,151,1066.643728
814.29996,284,1066.889952
-105.05,101,1067.348369
-8.6,112,1067.439451
380.55,155,1067.568569
91.749976,181,1067.721708
331.349981,149,1067.841817
516.299998,244,1068.032991
-105.05,101,1068.476899
601.549987,195,1068.636044
-35.6,132,1068.743142
329.999995,140,1068.860249
185.199953,138,1068.977355
200.350001,133,1069.094461
600.750006,241,1069.30165
607.299985,214,1069.841141
-105.05,101,1069.922245
85.099981,158,1070.051503
417.200004,208,1070.224764
-46.250001,137,1070.332863
445.000002,210,1070.515028
-105.05,101,1070.97845
804.899989,250,1071.181634
-105.1,102,1071.260706
139.249997,135,1071.376812
768.699945,266,1071.593009
812.049981,251,1072.162527
602.599971,206,1072.339688
164.8,140,1072.463801
616.49999,204,1072.628952
39.849999,135,1072.746058
-105.0,100,1072.831135
397.700001,222,1073.38664
260.299989,190,1073.538779
687.599989,236,1073.733956
388.099998,182,1073.877086
246.549992,151,1074.000198
-22.199999,146,1074.120308
74.799951,162,1074.608752
42.55,129,1074.715849
302.249999,133,1074.823947
-105.0,100,1074.906022
639.099997,220,1075.089189
772.649967,285,1075.333411
-48.6,132,1075.805841
586.699986,252,1076.019035
419.049991,177,1076.16717
1226.799961,300,1076.405386
260.849987,181,1076.558526
90.999994,154,1077.051974
-105.1,102,1077.138053
-71.6,132,1077.261165
370.649979,165,1077.391283
-23.250006,139,1077.509391
142.449999,169,1077.649518
134.7,106,1077.737598
-41.85,117,1077.834687
860.599974,278,1078.417216
994.599929,300,1078.664945
437.299985,172,1078.807074
908.599957,288,1079.406619
453.349994,207,1079.580777
-105.0,100,1079.661852
1118.200005,300,1079.901069
412.799979,178,1080.050205
-66.5,130,1080.154299
136.0,160,1080.658035
125.55,109,1080.760128
-33.4,128,1080.865224
1178.499922,300,1081.12546
623.999975,240,1081.327644
-16.55,131,1081.437745
328.649962,215,1081.978235
474.899983,184,1082.128373
111.149988,147,1082.250484
687.599977,252,1082.458673
497.199974,186,1082.613814
360.699959,186,1083.121276
-105.1,102,1083.201349
750.549939,267,1083.418546
382.849963,147,1083.54366
850.549976,287,1083.780876
512.749969,209,1084.316363
-17.7,114,1084.413452
939.199996,300,1084.658674
1224.79994,300,1084.908901
225.499999,162,1085.042023
-7.55,131,1085.515453
380.999989,182,1085.668592
140.05,119,1085.772687
502.349997,171,1085.927829
391.299992,194,1086.090977
-65.8,116,1086.18206
112.499995,112,1086.276146
429.149999,159,1086.774599
481.399974,204,1086.947757
-105.05,101,1087.037838
840.84994,281,1087.275054
648.99998,232,1087.463226
513.049963,175,1087.972689
159.0,140,1088.088794
26.95,121,1088.185883
1040.099931,300,1088.431106
-34.150001,137,1088.541206
600.199968,202,1088.696347
823.699996,258,1089.26737
415.049999,211,1089.451538
806.249975,253,1089.666734
693.300011,224,1089.856906
122.149976,175,1090.345351
-46.55,131,1090.453449
227.599994,140,1090.568554
389.449999,175,1090.704688
230.249999,167,1090.848002
-39.45,129,1090.971629
179.599988,130,1091.09374
-105.05,101,1091.178817
617.599968,280,1091.780364
-105.05,101,1091.864441
597.649995,199,1092.024586
-53.55,131,1092.130683
355.149993,157,1092.261802
792.449973,245,1092.811302
753.449998,279,1093.034505
261.9,210,1093.205661
469.849999,201,1093.378818
1142.2,300,1094.017399
1230.999978,300,1094.266626
196.35,137,1094.372723
543.549991,185,1094.525862
108.099997,134,1094.631958
55.199951,154,1094.756071
342.999994,146,1095.241513
195.699996,122,1095.341604
1236.999995,300,1095.577818
348.600001,182,1095.725954
653.199975,244,1095.916127
-105.05,101,1096.013215
537.949999,189,1096.539694
202.45,151,1096.668811
459.199968,192,1096.829958
-35.5,130,1096.933052
160.899987,174,1097.075181
285.65001,201,1097.603661
-85.8,116,1097.702752
-8.05,141,1097.820859
776.049997,265,1098.034053
253.699999,176,1098.178184
405.049997,151,1098.310305
-85.75,115,1098.405391
141.649982,143,1098.872816
300.349994,133,1098.980418
167.249999,147,1099.102529
233.049986,119,1099.204622
-105.05,101,1099.282692
294.299986,144,1099.401801
-105.0,100,1099.479872
199.849996,131,1099.589972
80.899998,106,1100.039381
21.299998,152,1100.162493
1039.899981,300,1100.411719
1210.699981,300,1100.666529
1016.199986,300,1101.328844
237.449994,169,1101.475978
763.049994,243,1101.680163
-66.8,116,1101.776251
699.44998,227,1101.966424
-105.1,102,1102.0505
62.55,129,1102.501911
211.599989,144,1102.62202
168.799994,180,1102.774158
-4.45,129,1102.88526
186.699999,150,1103.007371
376.999967,182,1103.159509
118.65,127,1103.263604
639.599999,208,1103.812103
145.05,119,1103.909191
-105.0,100,1103.992267
125.199995,170,1104.134396
-105.05,101,1104.218472
515.549952,181,1104.375615
203.749997,181,1104.528755
182.45,115,1104.979165
77.85,143,1105.09527
64.6,128,1105.206371
325.499999,162,1105.337491
360.650001,151,1105.459602
-105.0,100,1105.539674
15.000004,142,1105.657782
540.699985,200,1106.18326
110.949992,113,1106.307373
-21.800017,144,1106.435489
141.1,120,1106.538583
321.450001,185,1106.698729
200.899988,138,1106.815835
53.299991,146,1106.934944
337.549995,151,1107.428392
248.950006,207,1107.594543
659.399996,236,1107.792724
1211.400014,300,1108.044953
-85.75,115,1108.14004
344.15,169,1108.645499
217.949999,133,1108.757603
417.600004,210,1108.934763
355.099984,160,1109.059876
641.650003,233,1109.254053
-21.199999,142,1109.372666
146.099985,176,1109.877124
532.849994,175,1110.02626
-104.95,99,1110.104331
-2.5,110,1110.198418
892.799939,300,1110.441638
352.15,167,1110.576761
111.899993,168,1111.065319
621.749998,215,1111.235045
608.199998,262,1111.472261
325.799969,166,1111.611387
340.049999,177,1111.75752
-105.0,100,1111.840596
-85.8,116,1112.301014
346.199999,188,1112.451151
400.649989,213,1112.625309
757.449965,235,1112.816484
186.099987,168,1112.949604
317.700005,190,1113.468076
-35.850001,135,1113.589186
546.100002,228,1113.78036
470.299999,186,1113.949514
190.05001,165,1114.083636
670.799999,214,1114.268805
468.14998,169,1114.757249
585.950001,195,1114.926403
682.099976,222,1115.104565
51.599993,168,1115.248697
790.299974,290,1115.499924
1054.499969,300,1116.100471
328.15,137,1116.216576
627.249965,203,1116.384729
-11.35,147,1116.520853
67.949982,125,1116.62695
1172.299993,300,1117.244511
487.199967,180,1117.400653
288.300002,174,1117.53978
673.899954,240,1117.739962
649.999973,254,1117.94715
443.999994,166,1118.44811
3.299996,146,1118.568219
574.099992,222,1118.753387
417.900002,184,1118.908529
670.199979,230,1119.099703
580.349998,235,1119.653206
648.499999,240,1119.844429
212.9,162,1119.983732
211.549979,197,1120.142941
678.399987,252,1120.354133
125.3,114,1120.800539
62.549998,173,1120.948674
383.849999,181,1121.095808
287.699998,164,1121.230931
731.649928,259,1121.440121
0.65,107,1121.541213
-19.2,144,1122.03266
686.249971,221,1122.219831
594.299995,204,1122.389985
577.849988,193,1122.557137
13.499992,152,1122.68125
10.099998,136,1122.797356
