#{"t_start": 1754214100.0321314, "env_id": "None"}
r,l,t
506.599995,170,1595.313906
408.749998,195,1595.478055
-105.05,101,1595.566135
585.699977,218,1595.753306
889.799953,272,1596.376873
416.899971,162,1596.513998
236.549998,205,1596.678146
830.24998,259,1596.891341
869.09995,274,1597.475873
153.099968,146,1597.599986
721.799998,228,1597.790159
88.8,124,1597.890249
416.599993,160,1598.024371
-85.9,118,1598.117456
522.949993,211,1598.662952
-58.6,132,1598.767047
635.600006,262,1598.976238
301.549997,139,1599.090845
33.299998,152,1599.215959
508.799997,178,1599.369098
715.549979,223,1599.914595
503.999998,172,1600.054722
202.199994,174,1600.199854
742.149992,239,1600.394031
625.150004,203,1600.560181
679.800008,222,1601.11497
-105.05,101,1601.195043
65.75,125,1601.298137
252.39999,176,1601.447273
88.2,176,1601.600412
347.649991,145,1601.712514
49.649945,145,1601.834625
87.549999,143,1602.32407
471.449964,203,1602.482214
-105.0,100,1602.559284
199.799997,200,1602.726437
430.399981,174,1602.868566
12.7,106,1602.962651
633.749994,231,1603.514153
979.149968,289,1603.750368
-105.1,102,1603.839449
175.8,144,1603.954554
497.799982,174,1604.098685
583.699976,198,1604.261833
-105.05,101,1604.717247
543.999999,208,1604.889404
508.849998,215,1605.075573
473.599953,254,1605.359832
-105.1,102,1605.442907
366.349999,141,1605.563017
154.799993,172,1606.093499
-66.6,132,1606.217612
283.350005,135,1606.334719
213.099984,166,1606.471843
-4.850037,151,1606.596957
133.65,147,1606.731079
874.299996,272,1607.331626
423.400007,228,1607.516794
506.799998,176,1607.662927
806.100009,280,1607.891134
451.600003,200,1608.425621
107.749982,187,1608.577759
462.899975,164,1608.71088
153.850002,121,1608.81998
269.149983,155,1608.955102
809.099936,270,1609.174302
1130.299964,300,1609.788363
462.600006,178,1609.935497
648.799994,210,1610.116662
917.799952,284,1610.341867
-54.45,129,1610.451967
791.199999,282,1611.036499
-7.75,155,1611.162634
53.599999,138,1611.280925
17.4,132,1611.391134
434.649992,199,1611.557285
417.049986,215,1612.109788
420.549999,161,1612.247913
156.25,135,1612.364019
299.249995,189,1612.520161
86.649992,113,1612.608241
-105.05,101,1612.687313
-19.55,131,1612.800416
449.999998,170,1613.303874
-85.85,117,1613.396958
400.849991,163,1613.532082
147.849994,131,1613.648187
94.049999,151,1613.781308
799.849989,265,1614.007514
126.09999,128,1614.119616
-28.5,130,1614.571027
138.399991,130,1614.680125
428.699993,156,1614.811245
374.34997,175,1614.956377
700.29999,250,1615.165567
253.7,130,1615.271664
522.949968,217,1615.800145
-43.600005,140,1615.91625
425.249985,197,1616.075395
375.749965,151,1616.1915
547.599956,194,1616.362656
510.949966,179,1616.518798
-105.05,101,1616.976214
16.849985,151,1617.096324
-105.05,101,1617.178398
666.749987,239,1617.373576
1170.799953,300,1617.615796
709.899998,256,1618.18031
735.900012,234,1618.370483
329.849984,161,1618.501602
87.300003,150,1618.625715
23.050004,161,1618.755833
191.399982,164,1618.886952
145.700004,166,1619.376398
199.049999,125,1619.480492
189.299998,152,1619.602604
509.499994,182,1619.751739
900.749962,273,1619.98045
64.000002,160,1620.109567
600.449976,197,1620.62904
690.049996,225,1620.820214
471.949998,165,1620.960341
806.35,257,1621.176538
419.449965,165,1621.312661
430.75,185,1621.854442
114.349998,151,1621.986562
105.199991,114,1622.08265
433.75,165,1622.224779
-8.050012,149,1622.343887
-68.75,115,1622.433969
437.449992,169,1622.56709
719.599998,282,1623.155626
182.500004,132,1623.270731
72.449954,149,1623.391841
373.150002,163,1623.526963
1112.499961,300,1623.767181
482.749981,207,1624.288656
539.999987,180,1624.442796
248.049998,177,1624.591932
545.349996,215,1624.764088
-105.1,102,1624.844161
776.299968,278,1625.427692
209.499995,136,1625.536792
-105.0,100,1625.62287
562.14996,229,1625.806036
968.699955,300,1626.054262
365.649986,159,1626.552716
133.700002,164,1626.693844
-105.0,100,1626.773917
210.749996,173,1626.924054
-44.95,139,1627.051169
351.399998,182,1627.203308
1128.500011,300,1627.814863
372.500002,178,1627.95299
228.25,177,1628.089113
1179.699986,300,1628.335337
73.65,147,1628.451443
371.949998,151,1628.574555
446.049981,199,1629.096029
690.799967,252,1629.307222
222.799997,204,1629.478377
543.749989,187,1629.625511
319.899999,154,1629.754628
126.599989,152,1630.229565
-2.5,110,1630.32365
429.399949,170,1630.462777
-105.1,102,1630.546853
336.149998,201,1630.711003
64.849995,111,1630.801085
241.550001,127,1630.900175
-105.05,101,1630.991258
-105.15,103,1631.436663
751.099926,262,1631.661868
-105.0,100,1631.749948
640.699994,274,1631.972654
1115.799975,300,1632.58421
127.399999,140,1632.698314
73.55,129,1632.797404
182.899968,180,1632.950543
394.9,182,1633.106686
695.399962,246,1633.317878
192.299967,188,1633.842354
308.799974,198,1634.011508
137.699984,162,1634.148633
101.05,119,1634.248724
267.899977,136,1634.366832
192.449997,141,1634.490945
161.700002,128,1634.604047
-85.65,113,1635.069471
771.749946,233,1635.26565
532.099955,194,1635.428797
-105.05,101,1635.50787
164.849999,167,1635.653001
77.099959,146,1635.78312
548.300003,212,1636.319608
177.149998,145,1636.438716
484.249961,205,1636.605869
1245.499884,300,1636.862102
470.850002,191,1637.022247
495.149998,201,1637.558735
747.499979,248,1637.760919
280.65,207,1637.928071
528.649968,197,1638.09122
435.849977,155,1638.217334
801.39997,254,1638.803868
-104.95,99,1638.885943
239.599989,156,1639.016061
-46.200001,136,1639.129164
98.05,119,1639.221248
585.999964,216,1639.405415
502.550001,195,1639.936898
388.249998,171,1640.079028
221.650003,131,1640.187126
1195.099892,300,1640.430852
563.199997,200,1640.600006
680.299959,232,1641.147504
721.149994,267,1641.360698
-4.5,130,1641.466795
486.399996,184,1641.621936
596.999999,192,1641.78008
133.950002,187,1642.001281
-85.85,117,1642.465997
432.750003,161,1642.608127
-105.05,101,1642.691202
464.15,177,1642.832331
525.799945,196,1642.990475
534.949983,231,1643.184651
601.399995,280,1643.782195
224.100001,120,1643.885289
770.499948,262,1644.099483
255.599994,140,1644.212586
-105.05,101,1644.299665
597.349992,211,1644.824143
9.85,103,1644.906217
466.149981,229,1645.09639
593.049976,201,1645.259539
-105.0,100,1645.344616
-105.0,100,1645.425689
865.149974,281,1645.661905
457.75,175,1646.163361
269.600001,194,1646.32751
259.949998,199,1646.499667
422.249986,175,1646.6458
41.85,163,1646.785927
482.949987,167,1647.31641
66.799994,168,1647.468548
431.949986,199,1647.636701
-85.85,117,1647.735791
154.250002,129,1647.844891
387.15,157,1647.974008
391.499988,216,1648.513499
274.600002,192,1648.672643
488.950001,179,1648.825783
1036.599999,300,1649.071006
903.149997,281,1649.312225
158.099999,150,1649.795665
712.24999,255,1650.025875
412.750004,173,1650.17501
-85.85,117,1650.275101
714.599989,230,1650.455265
428.750002,155,1650.579378
-105.0,100,1651.027288
901.04995,273,1651.24949
423.550007,177,1651.399627
872.100004,276,1651.641847
426.899993,190,1651.806998
605.949989,233,1652.383522
-85.75,115,1652.48221
120.149992,129,1652.588307
1135.799927,300,1652.83353
-80.85,117,1652.930618
520.799999,194,1653.446087
277.449999,119,1653.547179
497.949935,181,1653.690309
448.850003,171,1653.828434
221.299995,126,1653.936533
510.049965,207,1654.109691
399.599966,230,1654.662193
256.35,133,1654.769291
1214.699974,300,1655.025524
616.399999,244,1655.220701
41.999999,152,1655.345815
206.35,133,1655.460919
435.649999,185,1655.981393
603.399962,254,1656.193586
696.35002,243,1656.390766
425.79999,202,1656.552913
297.149981,199,1657.085397
155.25,189,1657.257554
72.89998,130,1657.365652
584.899984,220,1657.56083
709.199981,260,1657.775025
297.549988,189,1658.304507
-66.6,132,1658.410603
721.900009,222,1658.600776
-27.050001,139,1658.716882
772.899998,226,1658.905052
288.899988,164,1659.046181
539.150004,215,1659.574661
1162.599972,300,1659.826891
389.649975,173,1659.969021
325.749985,177,1660.116154
510.199969,210,1660.28731
71.699999,138,1660.759243
479.899972,190,1660.919389
488.149998,173,1661.067524
659.249989,285,1661.297734
98.549999,137,1661.408834
-55.6,132,1661.516933
165.400003,150,1661.972347
815.550014,275,1662.202556
-85.85,117,1662.314658
807.649985,261,1662.532992
647.099963,230,1662.740754
57.650001,151,1663.2312
351.849995,141,1663.345304
-84.9,118,1663.444394
179.3,156,1663.57151
440.29998,168,1663.712638
674.749989,267,1663.935841
254.849999,167,1664.435295
54.799999,136,1664.548398
593.550003,243,1664.760591
-85.9,118,1664.862684
271.05,159,1664.994804
272.95,161,1665.160955
-82.95,119,1665.665414
733.799963,226,1665.852585
562.899978,216,1666.040756
121.9,122,1666.147853
-38.9,118,1666.247944
1204.699916,300,1666.504177
623.249999,233,1667.075697
206.950001,121,1667.175788
125.45,111,1667.272877
63.750004,149,1667.410001
602.649984,203,1667.581157
308.849999,135,1667.69426
96.699994,134,1668.179702
264.949999,139,1668.294806
1248.49996,300,1668.543032
543.700003,240,1668.73821
193.4,132,1668.847309
-50.95,119,1668.9474
657.799998,232,1669.509912
889.699872,290,1669.751131
-7.300001,144,1669.87124
311.349995,155,1670.010367
118.500001,160,1670.147492
598.699973,208,1670.66947
-50.8,116,1670.769561
312.649984,125,1670.868651
467.449998,183,1671.022791
-29.35,147,1671.139899
571.499996,202,1671.308051
-43.300001,138,1671.41615
502.499995,178,1671.935622
107.799994,132,1672.047724
-24.35,147,1672.167833
52.95,161,1672.303957
915.149993,287,1672.564779
656.699907,222,1673.125288
240.849971,143,1673.244396
567.999954,254,1673.45659
610.149985,243,1673.657773
427.199962,206,1673.84194
-105.1,102,1674.284343
881.649976,261,1674.509548
1076.099938,300,1674.749766
878.1,258,1674.961959
-105.15,103,1675.042032
653.299988,228,1675.594535
-78.85,117,1675.692623
1198.099928,300,1675.948856
238.15,177,1676.102997
-38.350013,141,1676.215099
-35.750001,139,1676.682524
282.099999,170,1676.821651
319.249986,167,1676.971787
290.699972,136,1677.093898
67.750005,145,1677.216009
-76.9,118,1677.314099
1011.200001,300,1677.947675
432.8,204,1678.114827
707.149953,223,1678.291988
820.649986,287,1678.527202
751.099967,292,1678.778431
1271.699967,300,1679.375974
315.149962,179,1679.526111
330.450004,153,1679.650224
1144.599964,300,1679.907458
476.15,177,1680.41592
124.199999,128,1680.524019
281.800008,202,1680.694173
617.099993,234,1680.881847
766.449993,267,1681.106051
535.049982,249,1681.673567
92.099999,140,1681.788672
1096.099919,300,1682.034896
544.899984,176,1682.177025
399.599991,146,1682.293131
-45.6,132,1682.779868
874.899993,278,1683.016083
540.949998,209,1683.190241
1007.400002,300,1683.439468
169.15,177,1683.592607
163.449983,181,1684.104072
656.049976,239,1684.295246
478.84997,173,1684.438376
-105.05,101,1684.520451
-105.0,100,1684.60653
587.049962,211,1684.778686
294.449989,205,1685.298159
748.349998,237,1685.504347
308.999992,116,1685.600434
424.1,200,1685.768586
513.899953,204,1685.943746
-105.0,100,1686.023819
308.299974,132,1686.495247
1117.49993,300,1686.745475
664.950002,219,1686.928642
1205.099933,300,1687.172864
858.349945,275,1687.766404
963.899986,300,1688.034647
392.349993,151,1688.158761
478.600001,186,1688.326914
607.649962,239,1688.891427
790.949979,259,1689.111628
113.899995,110,1689.20171
70.84998,181,1689.360854
997.599955,300,1689.601074
-58.6,132,1689.704166
6.55,109,1690.155578
577.099998,240,1690.358762
846.099965,298,1690.59798
851.199993,264,1690.814177
356.450003,195,1691.332151
44.84999,167,1691.472279
644.349934,223,1691.655446
1122.599994,300,1691.901669
665.100006,246,1692.105855
1129.999978,300,1692.71541
139.699992,112,1692.815571
528.699977,178,1692.972249
94.049997,155,1693.097362
168.95,167,1693.229482
619.849985,237,1693.788991
476.450005,201,1693.962149
411.59999,202,1694.131303
699.0,222,1694.317472
-105.05,101,1694.399547
504.899984,208,1694.938037
93.749993,125,1695.041131
322.049973,185,1695.195271
119.899983,140,1695.313379
155.100003,122,1695.416472
383.849999,155,1695.54659
393.449996,183,1695.697728
235.65,127,1696.165153
-105.1,102,1696.244224
702.299972,232,1696.437401
685.55001,235,1696.625573
284.199978,170,1696.765699
215.249963,183,1696.922842
306.899996,162,1697.412287
-50.6,132,1697.515382
1186.1,300,1697.762606
260.75,145,1697.893725
466.899982,176,1698.053871
1044.799999,300,1698.666429
289.349999,165,1698.802552
502.049997,181,1698.956692
488.750002,171,1699.094818
142.099999,186,1699.240951
1196.399989,300,1699.839495
377.099999,176,1699.980623
291.699996,156,1700.106738
-22.5,130,1700.213836
109.949999,133,1700.328941
-85.75,115,1700.422025
1208.099973,300,1701.037585
251.499983,136,1701.151192
-105.05,101,1701.23727
441.249996,173,1701.387407
-45.250001,137,1701.506515
367.500008,144,1701.623621
316.299989,170,1701.762748
1098.499988,300,1702.373303
544.499992,246,1702.574486
889.849975,291,1702.816716
992.299957,300,1703.499634
753.149979,277,1703.734848
95.599996,184,1703.883984
1.650005,147,1704.004093
672.399975,284,1704.236304
-105.1,102,1704.317379
879.499988,280,1704.898908
183.999999,152,1705.023021
707.850004,241,1705.215195
-35.6,132,1705.3303
723.949875,245,1705.895814
530.100002,220,1706.080983
642.099991,236,1706.272156
301.649999,177,1706.426297
-104.95,99,1706.509372
301.899988,172,1706.653503
221.599999,180,1707.163968
141.149981,133,1707.275069
539.399989,198,1707.440219
545.09998,184,1707.59536
582.749996,195,1707.756506
61.899989,118,1707.849592
62.299991,184,1708.382076
715.999977,232,1708.575252
252.89998,172,1708.720383
528.699967,212,1708.901548
1020.69994,300,1709.15578
382.049998,145,1709.642222
213.350004,167,1709.778346
-105.1,102,1709.858418
466.649967,241,1710.058601
719.299934,232,1710.251776
475.249999,167,1710.390903
76.0,160,1710.873342
384.799993,190,1711.035489
694.049978,251,1711.239675
347.44999,175,1711.378802
293.749996,163,1711.512426
0.6,108,1711.96684
337.400003,208,1712.146003
-105.0,100,1712.225075
8.049999,151,1712.350189
540.949977,215,1712.526349
361.550002,199,1712.684493
204.349975,151,1713.168968
111.499999,170,1713.325669
1105.899986,300,1713.573895
672.200011,220,1713.765069
447.650002,207,1713.930219
388.299969,176,1714.429673
321.350005,203,1714.595824
522.89999,180,1714.743959
822.450003,277,1714.973168
498.749999,171,1715.115297
949.249971,285,1715.705834
777.149991,245,1715.922031
759.949985,251,1716.11921
728.500001,242,1716.321394
442.349981,169,1716.819847
341.050001,167,1716.960976
565.699944,202,1717.13113
902.949997,285,1717.362341
368.1,194,1717.524488
536.949952,189,1718.044962
405.049998,203,1718.217118
156.699999,120,1718.322214
424.349998,173,1718.473352
1210.699989,300,1718.737592
124.199985,142,1718.862705
136.95,121,1719.345145
775.749993,299,1719.585363
-6.650001,137,1719.693461
279.149999,187,1719.847602
645.349994,215,1720.017757
419.150006,221,1720.559249
355.649985,163,1720.699377
311.899995,150,1720.828493
156.15,167,1720.969622
-105.0,100,1721.0547
519.849997,265,1721.2749
192.599995,142,1721.745832
105.15,143,1721.870946
12.1,158,1722.00707
556.099969,188,1722.160209
388.099969,184,1722.310345
679.749944,243,1722.50252
265.149989,155,1722.991965
88.849995,115,1723.09606
188.0,140,1723.21419
-66.6,132,1723.320394
126.799983,176,1723.481154
1091.299951,300,1723.734385
466.399975,212,1724.279881
763.050015,255,1724.493074
621.399995,200,1724.661227
195.449979,175,1724.802356
403.749987,163,1724.937479
-71.6,132,1725.491983
167.59999,124,1725.597078
-0.05,161,1725.727197
1162.89999,300,1725.979426
513.849968,185,1726.137571
16.65,147,1726.258682
584.04997,211,1726.822194
1208.999939,300,1727.064413
126.449999,183,1727.220556
418.099996,212,1727.400719
